,Dialogue,score,sentiment
47088,"Yeah. This is Ben.
",0.0,0.0
47089,"- Hi, Ben.
",0.0,0.0
47090,"- Hi, Ben.
",0.0,0.0
47091,"- Ben, this is everybody.
",0.0,0.0
47092,"- Hey, Ben.
",0.0,0.0
47093,"Susan, he looks just like you.
",0.0,0.0
47094,"SUSAN:
",0.0,0.0
47095,"Thanks. Ha, ha.
",0.2,0.2
47096,"Oh, God, I can't believe one of us
",0.0,0.0
47097,"actually has one of these.
",0.0,0.1
47098,"I know. I still am one of these.
",0.0,0.0
47099,"- Ross?
",0.0,0.0
47100,"ROSS: Yeah?
",0.0,0.0
47101,"Can I?
",0.0,0.0
47102,"Okay, the head, the head. You gotta...
",0.5,0.5
47103,"Hi, Ben. Hi.
",0.0,0.0
47104,"I'm your Aunt Monica. Yes, I am.
",0.0,0.0
47105,"I'm your Aunt Monica.
",0.0,0.0
47106,"I...
",0.0,0.0
47107,"I will always have gum.
",0.0,0.0
47108,"Ben...
",0.0,0.0
47109,"...I want you to know
",0.0,0.0
47110,"that there may be some times...
",0.0,0.0
47111,"...when I may not be around...
",0.0,0.0
47112,"...like this.
",0.0,0.0
47113,"[""TWINKLE, TWINKLE LITTLE STAR""
",-0.1875,0.5
47114,"PLAYING ON MOBILE]
",0.0,0.0
47115,"But I'll still always come back...
",0.0,0.0
47116,"...like this.
",0.0,0.0
47117,"And sometimes I may be away longer...
",0.0,0.0
47118,"...like this.
",0.0,0.0
47119,"But I'll still always come back...
",0.0,0.0
47120,"...like this.
",0.0,0.0
47121,"And sometimes I'll want you to steal third,
",0.0,0.0
47122,"and I'll go like this.
",0.0,0.0
47123,"Oh, he is so amazing.
",0.6000000000000001,0.9
47124,"Yeah, I know. Look at him.
",0.0,0.0
47125,"Ben.
",0.0,0.0
47126,"Hey, Ben.
",0.0,0.0
47127,"Nothing. I don't think that's his name.
",0.0,0.0
47128,"Oh, look, look, he's closing his eyes.
",0.0,0.0
47129,"Oh, look, he's opening his eyes.
",0.0,0.0
47130,"He doesn't do much, does he?
",0.2,0.2
47131,"Nope, this is pretty much it.
",0.225,0.6
47132,"- You guys wanna get some coffee?
",0.0,0.0
47133,"ALL: Yeah.
",0.0,0.0
47134,"All right, I'll see you guys later.
",0.14285714285714285,0.26785714285714285
47135,"[MOUTHS]
",0.0,0.0
47136,"Hi, Ben.
",0.0,0.0
47137,"- [MOUTHS] I love you.
",0.5,0.6
47138,"- Hi, Ben.
",0.0,0.0
47139,"[BRAHMS' ""WIEGENLIED""
",0.0,0.0
47140,"PLAYING MOBILE]
",0.0,0.0
47141,"[JOEY BLOWS RASPBERRY]
",0.0,0.0
47142,"[CHANDLER BLOWS RASPBERRY]
",0.0,0.0
47143,"Oh, look, he's closing his eyes again.
",0.0,0.0
47144,"ROSS:
",0.0,0.0
47145,"Here's little Ben nodding off.
",-0.1875,0.5
47146,"Aww, look at Aunt Monica's little boy.
",0.056249999999999994,0.7
47147,"- Look, he's got Ross' haircut.
",0.0,0.0
47148,"- Oh, let me see.
",0.0,0.0
47149,"Oh, God!
",0.0,0.0
47150,"Is he just the sweetest thing?
",0.0,0.0
47151,"You must just want
",0.0,0.0
47152,"to kiss him all over.
",0.0,0.0
47153,"That would be nice.
",0.6,1.0
47154,"- Pfft.
",0.0,0.0
47155,"- Pardon?
",0.0,0.0
47156,"Nothing. Just a little extra air
",-0.09375,0.3
47157,"in my mouth. Pfft.
",0.0,0.0
47158,"Hey, Chan, can you help me out here?
",0.0,0.0
47159,"I promise I'll pay you back.
",0.0,0.0
47160,"Oh, yeah, right.
",0.2857142857142857,0.5357142857142857
47161,"Including the waffles last week...
",0.0,0.06666666666666667
47162,"...you now owe me...
",0.0,0.0
47163,"...17 jillion dollars.
",0.0,0.0
47164,"I will, really,
",0.2,0.2
47165,"I'll pay you back this time.
",0.0,0.0
47166,"Where's the money coming from?
",0.0,0.0
47167,"I'm helping out at the NYU
",0.0,0.0
47168,"Med School with some, uh, research.
",0.0,0.0
47169,"What kind of research?
",0.6,0.9
47170,"Uh, just, you know, science.
",0.0,0.0
47171,"Science.
",0.0,0.0
47172,"Yeah, I think I've heard of that.
",0.0,0.0
47173,"It's a fertility study.
",0.0,0.0
47174,"[RACHEL LAUGHS]
",0.0,0.0
47175,"Joey...
",0.0,0.0
47176,"Please tell me you're only
",0.0,1.0
47177,"donating your time.
",0.0,0.0
47178,"Come on, you guys.
",0.0,0.0
47179,"It's not that big a deal.
",0.0,0.1
47180,"I just go down there
",-0.15555555555555559,0.2888888888888889
47181,"every other day...
",-0.125,0.375
47182,"...and make my contribution
",0.0,0.0
47183,"to the project.
",0.0,0.0
47184,"Hey, but at the end of two weeks,
",0.0,0.0
47185,"I get $700!
",0.0,0.0
47186,"Wow, you're gonna be making money
",0.1,1.0
47187,"hand over fist.
",0.0,0.0
47188,"[ALL LAUGHING]
",0.0,0.0
47189,"Okay, we got the coleslaw.
",0.5,0.5
47190,"We got the buns.
",0.0,0.0
47191,"We've got the ground-up flesh
",0.0,0.0
47192,"of formally cute cows and turkeys.
",0.5,1.0
47193,"[IN DEEP VOICE]
",0.0,0.4
47194,"Men are here!
",0.0,0.0
47195,"We make fire.
",0.0,0.0
47196,"Cook meat.
",0.0,0.0
47197,"Then put out fire by peeing,
",0.0,0.0
47198,"no get invited back!
",0.0,0.0
47199,"Cute, cute.
",0.5,1.0
47200,"- Oh, Melanie called. She's gonna be late.
",-0.3,0.6
47201,"- Oh, okay.
",0.5,0.5
47202,"So how are things going with you two?
",0.0,0.0
47203,"Is she becoming your special someone?
",0.4035714285714286,0.7107142857142857
47204,"I don't know. She's, uh...
",0.0,0.0
47205,"She's pretty great.
",0.525,0.875
47206,"Yeah? What does she think of
",0.0,0.0
47207,"your little science project?
",-0.1875,0.5
47208,"You think I'm gonna tell a girl I like
",0.0,0.0
47209,"that I'm also seeing a cup?
",0.0,0.0
47210,"The man's got a point.
",0.0,0.0
47211,"Well, the tough thing is,
",-0.3888888888888889,0.8333333333333334
47212,"she really wants to have sex with me.
",0.2,0.1
47213,"Crazy bitch.
",-0.6,0.9
47214,"I still got a week left in the program,
",0.0,0.0
47215,"and according to the rules...
",0.0,0.0
47216,"...if I want to get the money, I'm not allowed
",0.0,0.0
47217,"to conduct any personal experiments...
",0.0,0.3
47218,"...if you know what I mean.
",-0.3125,0.6875
47219,"- Joey, we always know what you mean.
",-0.3125,0.6875
47220,"PHOEBE: Hey.
",0.0,0.0
47221,"ROSS: Hey.
",0.0,0.0
47222,"How long did you think
",-0.05,0.4
47223,"this barbecue was gonna last?
",0.0,0.06666666666666667
47224,"I'm going to China.
",0.0,0.0
47225,"Jeez, you say one thing and, eh...
",0.0,0.0
47226,"You're going to China?
",0.0,0.0
47227,"It's, uh, for the museum.
",0.0,0.0
47228,"Someone found a bone.
",0.0,0.0
47229,"We want the bone,
",0.0,0.0
47230,"they don't want us to have it.
",0.0,0.0
47231,"So I'm going to try to persuade them...
",0.0,0.0
47232,"It's a whole big ""bone"" thing.
",0.1,0.25
47233,"Anyway, I'm gonna be gone
",0.0,0.0
47234,"for, like, a week.
",0.0,0.0
47235,"So, uh, if you wanna reach me,
",0.0,0.0
47236,"you can't. So here's my itinerary.
",0.0,0.0
47237,"Um...
",0.0,0.0
47238,"- Here's a picture of me.
",0.0,0.0
47239,"- Oh, let me see.
",0.0,0.0
47240,"Could you take it to Carol's now and then
",0.0,0.0
47241,"and show it to Ben so he doesn't forget me?
",0.0,0.0
47242,"- Yeah.
",0.0,0.0
47243,"- Hi, Ben.
",0.0,0.0
47244,"I'm your father.
",0.0,0.0
47245,"I am The Head! Pahh!
",0.0,0.0
47246,"This barbecue's gonna be very fun.
",0.39,0.26
47247,"Is Rachel here? Um, I wanted to wish her
",0.0,0.0
47248,"a happy birthday before I left.
",0.4,0.5
47249,"- Oh, no, she's out having drinks with Carl.
",0.0,0.0
47250,"- Oh. Heh.
",0.0,0.0
47251,"Hey, who's Carl?
",0.0,0.0
47252,"- The guy she met at the coffeehouse?
",0.0,0.0
47253,"- No.
",0.0,0.0
47254,"- See, there's this guy she met at...
",0.0,0.0
47255,"- The coffeehouse? Right.
",0.2857142857142857,0.5357142857142857
47256,"So you do know who he is. Heh.
",0.0,0.0
47257,"I'm gonna go say goodbye
",0.0,0.0
47258,"to the guys.
",0.0,0.0
47259,"Hey, you know what?
",0.0,0.0
47260,"Tell them that bone story.
",0.0,0.0
47261,"- Hi.
",0.0,0.0
47262,"- Hey.
",0.0,0.0
47263,"Hey.
",0.0,0.0
47264,"- I have to go to China.
",0.0,0.0
47265,"- The country?
",0.0,0.0
47266,"No, this big pile of dishes
",0.0,0.1
47267,"in my Mom's breakfront.
",0.0,0.0
47268,"Do you guys know who Carl is?
",0.0,0.0
47269,"Let's see. Alvin, Simon, Theodore...
",0.0,0.0
47270,"No.
",0.0,0.0
47271,"- Well, Rachel's having drinks with him.
",0.0,0.0
47272,"- Oh, no!
",0.0,0.0
47273,"How can she, when she's never
",0.0,0.0
47274,"shown interest in you?
",0.0,0.0
47275,"Forget about her.
",0.0,0.0
47276,"He's right, man. Please move on.
",0.2857142857142857,0.5357142857142857
47277,"Go to China. Eat Chinese food.
",0.0,0.0
47278,"Of course, there they just call it food.
",0.0,0.0
47279,"Yeah? I guess. I don't know.
",0.0,0.0
47280,"All right, just give her this
",0.2857142857142857,0.5357142857142857
47281,"for me, okay?
",0.5,0.5
47282,"Listen, we're just looking out for you.
",0.0,0.0
47283,"- I know.
",0.0,0.0
47284,"- We want you to be happy.
",0.8,1.0
47285,"And I may only have a couple beers
",0.0,1.0
47286,"in me, but I love you, man.
",0.5,0.6
47287,"I'm still on my first.
",0.25,0.3333333333333333
47288,"I just think you're nice.
",0.6,1.0
47289,"Anyway, that's when me and my friends
",0.0,0.0
47290,"started this fruit-basket business.
",0.0,0.0
47291,"We call ourselves
",0.0,0.0
47292,"""The Three Basketeers."" Ha, ha.
",0.0,0.0
47293,"Like ""The Three Musketeers,""
",0.0,0.0
47294,"only with fruit.
",0.0,1.0
47295,"Oh!
",0.0,0.0
47296,"Okay.
",0.5,0.5
47297,"- How do you like your burgers?
",0.0,0.0
47298,"- No. Presents first, food later!
",0.125,0.16666666666666666
47299,"Hold on there, tiger.
",0.0,0.0
47300,"How's it going?
",0.0,0.0
47301,"How you holding up?
",0.0,0.0
47302,"Well, not so good.
",0.7,0.6000000000000001
47303,"She thinks tonight's the night
",0.0,0.0
47304,"we're gonna complete the transaction...
",0.1,0.4
47305,"...if you know what I...
",0.0,0.0
47306,"And you do. Heh.
",0.0,0.0
47307,"So, uh, have you ever thought about
",0.0,0.0
47308,"being there for her?
",0.0,0.0
47309,"What do you mean?
",-0.3125,0.6875
47310,"You know, just be there for her.
",0.0,0.0
47311,"Not following you.
",0.0,0.1
47312,"Think about it.
",0.0,0.0
47313,"Okay, I'm guessing this is from...
",0.5,0.5
47314,"Well, thank you, Melanie.
",0.0,0.0
47315,"- Okay, this one right here is from me.
",0.39285714285714285,0.5178571428571428
47316,"- Okay.
",0.5,0.5
47317,"Hmm. Ah, it's light.
",0.4,0.7
47318,"[RATTLING]
",0.0,0.0
47319,"It rattles. It's...
",0.0,0.0
47320,"...Travel Scrabble.
",0.0,0.0
47321,"- Ha, ha, hey!
",0.0,0.0
47322,"Wow. Thank you.
",0.1,1.0
47323,"This one's from Joey.
",0.0,0.0
47324,"It feels like a book. I think it's a book.
",0.0,0.0
47325,"Feels like a book. And it's a book!
",0.0,0.0
47326,"It's Dr. Seuss!
",0.0,0.0
47327,"That book got me through
",0.0,0.0
47328,"some tough times.
",-0.3888888888888889,0.8333333333333334
47329,"There is a little child
",-0.1875,0.5
47330,"inside this man.
",0.0,0.0
47331,"The doctors say if they remove it,
",0.0,0.0
47332,"he'll die.
",0.0,0.0
47333,"- Who's this from?
",0.0,0.0
47334,"- That's, uh, Ross'.
",0.0,0.0
47335,"Ah.
",0.0,0.0
47336,"[CLEARS THROAT]
",0.0,0.0
47337,"Oh, my God.
",0.0,0.0
47338,"He remembered.
",0.0,0.0
47339,"Remembered what?
",0.0,0.0
47340,"It was, like, months ago.
",0.0,0.0
47341,"We were walking by this antique store,
",0.0,0.0
47342,"and I saw this pin in the window.
",0.0,0.0
47343,"I told him it was just like one
",0.0,0.0
47344,"my grandmother had when I was little.
",-0.1875,0.5
47345,"Aw! I can't believe he remembered!
",0.0,0.0
47346,"Well, sure, but can you
",0.5,0.8888888888888888
47347,"play it on a plane?
",0.0,0.0
47348,"Oh, it's so pretty.
",0.25,1.0
47349,"- This must've cost him a fortune.
",0.0,0.0
47350,"- I can't believe he did this.
",0.0,0.0
47351,"Ross? Remember when he
",0.0,0.0
47352,"fell in love with Carol...
",0.5,0.6
47353,"...and bought her that ridiculously
",-0.3333333333333333,1.0
47354,"expensive crystal duck?
",-0.5,0.7
47355,"What did you just say?
",0.0,0.0
47356,"[CLEARS THROAT]
",0.0,0.0
47357,"[SHUDDERS]
",0.0,0.0
47358,"Crystal duck.
",0.0,0.0
47359,"No, no, no.
",0.0,0.0
47360,"The, um... The ""love"" part?
",0.5,0.6
47361,"[BABBLES]
",0.0,0.0
47362,"Oh, my God.
",0.0,0.0
47363,"Oh, no, no, no, no.
",0.0,0.0
47364,"That's good.
",0.7,0.6000000000000001
47365,"Just keep rubbing your head.
",0.0,0.0
47366,"That'll turn back time.
",0.0,0.0
47367,"This is unbelievable.
",-0.25,1.0
47368,"I mean, this is unbelievable.
",-0.28125,0.84375
47369,"I know. This is really, really huge.
",0.4000000000000001,0.9
47370,"No, it's not. It's small,
",-0.25,0.4
47371,"it's tiny, it's petite, it's wee.
",0.0,0.5
47372,"Uh-uh. I don't think any of our lives
",0.0,0.0
47373,"will ever be the same ever again.
",0.0,0.125
47374,"Is there a mute button on this woman?
",0.0,0.0
47375,"I think this is so great!
",1.0,0.75
47376,"I mean, you and Ross!
",-0.390625,0.6875
47377,"- Did you have any idea?
",0.0,0.0
47378,"- No, none.
",0.0,0.0
47379,"My first night in the city,
",0.25,0.3333333333333333
47380,"he mentioned asking me out...
",0.0,0.0
47381,"...but nothing ever happened,
",0.0,0.0
47382,"so I just...
",0.0,0.0
47383,"What else did he say?
",0.0,0.0
47384,"Does he want to go out with me?
",0.0,0.0
47385,"Given that he's desperately
",-0.6,1.0
47386,"in love with you...
",0.5,0.6
47387,"...he wouldn't mind getting
",0.0,0.0
47388,"a cup of coffee or something.
",0.0,0.0
47389,"Ross?
",0.0,0.0
47390,"All this time?
",0.0,0.0
47391,"- I've gotta talk to him.
",0.0,0.0
47392,"- He's in China!
",0.0,0.0
47393,"The country.
",0.0,0.0
47394,"Wait, his flight doesn't leave
",0.0,0.0
47395,"for 45 minutes.
",0.0,0.0
47396,"What about the time difference?
",0.0,0.0
47397,"From here to the airport?
",0.0,0.0
47398,"Yes!
",0.0,0.0
47399,"- You're never gonna make it!
",0.0,0.0
47400,"- I've got to try.
",0.0,0.0
47401,"What are you gonna say to him?
",0.0,0.0
47402,"I don't know.
",0.0,0.0
47403,"CHANDLER:
",0.0,0.0
47404,"Maybe you shouldn't go.
",0.0,0.0
47405,"Right, because if you're gonna
",0.2857142857142857,0.5357142857142857
47406,"break his heart, that can wait.
",0.0,0.0
47407,"Yeah, but if it's good news, tell him now.
",0.7,0.6000000000000001
47408,"Maybe I'll know when I see him.
",0.0,0.0
47409,"Here, look. All right, does this help?
",0.2857142857142857,0.5357142857142857
47410,"No.
",0.0,0.0
47411,"All I know is, I cannot wait a week.
",0.0,0.0
47412,"This is just too big.
",0.0,0.1
47413,"I've just got to talk to him. I've got...
",0.0,0.0
47414,"- I'll see you later.
",0.0,0.0
47415,"- I love you!
",0.625,0.6
47416,"Deal with me first!
",0.3125,0.3333333333333333
47417,"[SPEAKING IN FOREIGN LANGUAGE]
",-0.125,0.125
47418,"All right.
",0.2857142857142857,0.5357142857142857
47419,"[SHOUTS IN FOREIGN LANGUAGE]
",-0.125,0.125
47420,"Ross! Ross.
",0.0,0.0
47421,"Excuse me, pardon me.
",-0.05,0.05
47422,"- Hi. Your boarding pass?
",0.0,0.0
47423,"- Hi.
",0.0,0.0
47424,"No, I need to talk to my friend.
",0.0,0.0
47425,"Sorry, you're not allowed on the jetway
",-0.5,1.0
47426,"unless you have a boarding pass.
",0.0,0.0
47427,"He just went on. He's right there,
",0.2857142857142857,0.5357142857142857
47428,"in the blue jacket! Can I just...?
",0.0,0.1
47429,"I'm sorry. Federal regulations!
",-0.625,1.0
47430,"All right, um, then could you please
",0.2857142857142857,0.5357142857142857
47431,"just give him a message for me?
",0.0,0.0
47432,"Please? This is very important.
",0.52,1.0
47433,"All right. What's the message?
",0.2857142857142857,0.5357142857142857
47434,"Uh... I don't know.
",0.0,0.0
47435,"[SPEAKING IN FOREIGN LANGUAGE]
",-0.125,0.125
47436,"Excuse me! Sir!
",-0.078125,0.05
47437,"Excuse me! Sir?
",-0.0625,0.05
47438,"- I have a message for you.
",0.0,0.0
47439,"- What?
",0.0,0.0
47440,"It's from Rachel. She loved the present.
",0.35,0.4
47441,"She'll see you when you get back.
",0.0,0.0
47442,"What?
",0.0,0.0
47443,"Toby, I don't know
",0.0,0.0
47444,"what she's talking about.
",0.0,0.0
47445,"There's no Rachel!
",0.0,0.0
47446,"Don't give me that deep freeze!
",0.0,0.4
47447,"[MELANIE MOANS]
",0.0,0.0
47448,"Oh, Joey, Joey, Joey!
",0.0,0.0
47449,"I think I blacked out there
",0.0,0.0
47450,"for a minute.
",0.0,0.0
47451,"It was nothing.
",0.0,0.0
47452,"Well, now we gotta
",0.0,0.0
47453,"find something fun for you!
",0.375,0.2
47454,"[LAUGHING]
",0.0,0.0
47455,"Ahh, you know what?
",0.0,0.0
47456,"Forget about me. Let's, uh...
",0.0,0.0
47457,"Let's give you another turn.
",0.0,0.0
47458,"Me, again?
",0.0,0.0
47459,"Sure. Why not?
",0.5,0.8888888888888888
47460,"Boy! Somebody's gonna get
",0.0,0.0
47461,"a big fruit basket tomorrow!
",0.0,0.1
47462,"I gotta tell you, you are nothing like
",0.0,0.0
47463,"I thought you would be.
",0.0,0.0
47464,"How do you mean?
",-0.3125,0.6875
47465,"I just had you pegged as one of those
",0.0,0.0
47466,"guys who are always, ""Me, me, me!""
",0.0,0.0
47467,"- Ha, ha.
",0.0,0.0
47468,"- But you...
",0.0,0.0
47469,"...you're a giver.
",0.0,0.0
47470,"You're, like, the most generous
",0.5,0.5
47471,"man I ever met.
",0.0,0.0
47472,"I mean, you're practically a woman.
",-0.3125,0.6875
47473,"So, uh, Rach, do you want to save
",0.0,0.0
47474,"this wrapping paper?
",0.0,0.0
47475,"It's only a little torn.
",-0.09375,0.75
47476,"Are you gonna go for it with Ross,
",0.0,0.0
47477,"or should I throw it out?
",0.0,0.0
47478,"I don't know.
",0.0,0.0
47479,"Thought about it
",0.0,0.0
47480,"all of the way there...
",0.0,0.0
47481,"...and I thought about it
",0.0,0.0
47482,"all the way back and, uh...
",0.0,0.0
47483,"You know, it's Ross!
",0.0,0.0
47484,"You know what I mean? It's Ross.
",-0.3125,0.6875
47485,"- Sure!
",0.625,0.8888888888888888
47486,"- Sure.
",0.5,0.8888888888888888
47487,"I don't know. This is just
",0.0,0.0
47488,"my initial gut feeling...
",0.0,0.0
47489,"...but I'm thinking...
",0.0,0.0
47490,"...it'd be really great.
",0.8,0.75
47491,"Oh, my God, me too!
",0.0,0.0
47492,"Oh, we'd be like friends-in-law!
",0.0,0.0
47493,"The best part is you already
",1.0,0.3
47494,"know everything about him.
",0.0,0.0
47495,"It's like starting on the 15th date.
",0.0,0.1
47496,"But it would be like
",0.0,0.0
47497,"starting on the 15th date.
",0.0,0.1
47498,"Another good point.
",0.7,0.6000000000000001
47499,"No, I mean...
",0.15625,0.6875
47500,"At the 15th date, you're already
",0.0,0.0
47501,"in a ""relationship-y"" place.
",0.0,0.0
47502,"You're committed.
",0.0,0.0
47503,"Huh.
",0.0,0.0
47504,"What happens if it doesn't work out?
",0.0,0.0
47505,"- Why isn't it working out?
",0.0,0.0
47506,"- I don't know, sometimes it doesn't.
",0.0,0.0
47507,"Is he not cute enough for you?
",-0.125,0.75
47508,"Does he not make enough money?
",0.0,0.5
47509,"- No, I'm just...
",0.0,0.0
47510,"- Maybe there's someone else.
",0.0,0.0
47511,"Is there? Is there someone else?
",0.0,0.0
47512,"- No, there is no one else.
",0.0,0.0
47513,"- Then why the hell...
",0.0,0.0
47514,"...are you dumping my brother?
",0.0,0.0
47515,"- Wha...?
",0.0,0.0
47516,"- Hey, big...
",0.0,0.1
47517,"- Shh!
",0.0,0.0
47518,"[WHISPERS]
",0.0,0.0
47519,"Spender.
",0.0,0.0
47520,"She's still asleep.
",0.0,0.0
47521,"- So how'd it go?
",0.0,0.0
47522,"- It was amazing.
",0.6000000000000001,0.9
47523,"You know how you think
",0.0,0.0
47524,"you're great in bed?
",0.8,0.75
47525,"The fact you'd even ask
",0.0,0.0
47526,"shows how little you know me.
",-0.1875,0.5
47527,"Well, it's like,
",0.0,0.0
47528,"last night I couldn't do the thing...
",0.0,0.06666666666666667
47529,"...that usually makes me great.
",0.275,0.5
47530,"So I had to do all this other stuff.
",-0.125,0.375
47531,"And the response I got! Man, oh, man.
",0.0,0.0
47532,"It was like a ticker-tape parade!
",-0.3125,0.23333333333333334
47533,"Yes I know. As it happens, my room
",0.0,0.0
47534,"is very close to the parade route.
",-0.024999999999999994,0.26666666666666666
47535,"It was amazing, and not just for her.
",0.6000000000000001,0.9
47536,"Uh-uh. For me too.
",0.0,0.0
47537,"It's like, all of a sudden, I'm blind...
",-0.25,0.5833333333333333
47538,"...but all my other senses
",-0.125,0.375
47539,"are heightened.
",0.0,0.0
47540,"You know? It's like,
",0.0,0.0
47541,"I was able to appreciate it...
",0.5,0.625
47542,"...on another level.
",0.0,0.0
47543,"I didn't know you had another level.
",0.0,0.0
47544,"I know. Neither did I!
",0.0,0.0
47545,"- Hey, great skirts! Birthday present?
",0.5,0.375
47546,"- Yeah.
",0.0,0.0
47547,"- From who?
",0.0,0.0
47548,"- From you.
",0.0,0.0
47549,"I exchanged the blouse you got me.
",0.0,0.0
47550,"Well, it's the thought.
",0.0,0.0
47551,"Doesn't Ross' flight get in
",0.0,0.0
47552,"in a couple hours?
",0.0,0.0
47553,"At gate 27B?
",0.0,0.0
47554,"Uh, yeah.
",0.0,0.0
47555,"Monica, you know,
",0.0,0.0
47556,"I've been thinking about it.
",0.0,0.0
47557,"I've decided this Ross thing
",0.0,0.0
47558,"is not a good idea.
",-0.35,0.6000000000000001
47559,"- Why?
",0.0,0.0
47560,"- Because I feel...
",0.0,0.0
