,Dialogue,preprocess_txt,total_len,pos_count,neg_count,sentiment
40338,"not pregnant. That's all.
",['pregnant'],1,0,0,0.0
40339,"Central Perk is proud to present
","['central', 'perk', 'proud', 'present']",4,1,0,0.25
40340,"Miss Phoebe Buffay.
","['miss', 'phoebe', 'buffay']",3,0,1,-0.33
40341,"[CROWD CHEERING]
","['crowd', 'cheering']",2,0,0,0.0
40342,"PHOEBE:
",['phoebe'],1,0,0,0.0
40343,"Thanks.
",['thanks'],1,0,0,0.0
40344,"Hi. Um, ahem. Okay.
","['hi', 'um', 'ahem', 'okay']",4,0,0,0.0
40345,"I'd like to start with a song
","['like', 'start', 'song']",3,1,0,0.33
40346,"that's about a man I recently met...
","['man', 'recently', 'met']",3,0,0,0.0
40347,"...who's, um, come to be
","['um', 'come']",2,0,0,0.0
40348,"very important to me.
",['important'],1,1,0,1.0
40349,"Okay.
",['okay'],1,0,0,0.0
40350,"[SINGING] You don't have to be awake
","['singing', 'awake']",2,0,0,0.0
40351,"To be my man
",['man'],1,0,0,0.0
40352,"Long as you have brain waves
","['long', 'brain', 'wave']",3,0,0,0.0
40353,"I'll be there to hold your hand
","['hold', 'hand']",2,0,0,0.0
40354,"Though we just met the other day
","['though', 'met', 'day']",3,0,0,0.0
40355,"There's something I have got to say
","['something', 'got', 'say']",3,0,0,0.0
40356,"Okay, thank you very much.
","['okay', 'thank', 'much']",3,1,0,0.33
40357,"I'm gonna take a short break.
","['gon', 'na', 'take', 'short', 'break']",5,0,1,-0.2
40358,"RACHEL: Okay, that was Phoebe Buffay,
","['rachel', 'okay', 'phoebe', 'buffay']",4,0,0,0.0
40359,"everybody. Whoo!
","['everybody', 'whoo']",2,0,0,0.0
40360,"- What the hell was that?
",['hell'],1,0,1,-1.0
40361,"- Phoebe just started...
","['phoebe', 'started']",2,0,0,0.0
40362,"I believe I was talking to Joey.
","['believe', 'talking', 'joey']",3,0,0,0.0
40363,"All right, there, mother-kisser?
","['right', 'mother', 'kisser']",3,1,0,0.33
40364,"[LAUGHING]
",['laughing'],1,0,0,0.0
40365,"""Mother-kisser.""
","['mother', 'kisser']",2,0,0,0.0
40366,"I'll shut up.
",['shut'],1,0,0,0.0
40367,"Chandler, can I say something?
","['chandler', 'say', 'something']",3,0,0,0.0
40368,"I know you're still mad at me.
","['know', 'still', 'mad']",3,0,1,-0.33
40369,"I just wanna say that there were
","['wan', 'na', 'say']",3,0,0,0.0
40370,"two people there that night, okay?
","['two', 'people', 'night', 'okay']",4,0,0,0.0
40371,"- There were two sets of lips.
","['two', 'set', 'lip']",3,0,0,0.0
40372,"- Yes, well, I expect this from her.
","['yes', 'well', 'expect']",3,1,0,0.33
40373,"Okay? She's always been
","['okay', 'always']",2,0,0,0.0
40374,"a Freudian nightmare.
","['freudian', 'nightmare']",2,0,1,-0.5
40375,"Okay, but if she always behaves like this,
","['okay', 'always', 'behaves', 'like']",4,1,0,0.25
40376,"why don't you say something?
","['say', 'something']",2,0,0,0.0
40377,"Because it's complicated. It's complex.
","['complicated', 'complex']",2,0,2,-1.0
40378,"Hey, you kissed my mom.
","['hey', 'kissed', 'mom']",3,0,0,0.0
40379,"We're rehearsing a Greek play.
","['rehearsing', 'greek', 'play']",3,0,0,0.0
40380,"- That's funny. We done now?
","['funny', 'done']",2,0,1,-0.5
40381,"- No.
",[],0,0,0,
40382,"Okay, you mean you're not gonna
","['okay', 'mean', 'gon', 'na']",4,1,1,0.0
40383,"talk to her, tell her how you feel?
","['talk', 'tell', 'feel']",3,0,0,0.0
40384,"That would be a no. Just because
",['would'],1,0,0,0.0
40385,"you played tonsil tennis with my mom...
","['played', 'tonsil', 'tennis', 'mom']",4,0,0,0.0
40386,"...doesn't mean you know her, all right?
","['mean', 'know', 'right']",3,2,1,0.33
40387,"Trust me, you can't talk to her.
","['trust', 'talk']",2,1,0,0.5
40388,"Okay. ""You can't""? Or you can't?
",['okay'],1,0,0,0.0
40389,"Okay, that's my finger.
","['okay', 'finger']",2,0,0,0.0
40390,"Okay, that's my knee.
","['okay', 'knee']",2,0,0,0.0
40391,"Still doing the play.
","['still', 'play']",2,0,0,0.0
40392,"[SHOUTS THEN HUMS]
","['shout', 'hum']",2,0,1,-0.5
40393,"All right, what did you do with him?
",['right'],1,1,0,1.0
40394,"[TOILET FLUSHES]
","['toilet', 'flush']",2,0,0,0.0
40395,"- You're awake.
",['awake'],1,0,0,0.0
40396,"- Look at you.
",['look'],1,0,0,0.0
40397,"How do you feel?
",['feel'],1,0,0,0.0
40398,"Uh, a little woozy, but basically okay.
","['uh', 'little', 'woozy', 'basically', 'okay']",5,0,0,0.0
40399,"Gosh, you look good.
","['gosh', 'look', 'good']",3,1,0,0.33
40400,"I feel good.
","['feel', 'good']",2,1,0,0.5
40401,"Who are you?
",[],0,0,0,
40402,"- Sorry.
",['sorry'],1,0,1,-1.0
40403,"- I'm Phoebe Buffay.
","['phoebe', 'buffay']",2,0,0,0.0
40404,"I'm Monica Geller.
","['monica', 'geller']",2,0,0,0.0
40405,"I've been taking care of you.
","['taking', 'care']",2,0,0,0.0
40406,"We both have.
",[],0,0,0,
40407,"- So the Etch A Sketch is from you guys?
","['etch', 'sketch', 'guy']",3,0,0,0.0
40408,"- Actually, it's just from me.
",['actually'],1,0,0,0.0
40409,"- Yeah, I got you the foot massager.
","['yeah', 'got', 'foot', 'massager']",4,0,0,0.0
40410,"- Know who shaved you? That was me.
","['know', 'shaved']",2,0,0,0.0
40411,"- I read to you.
",['read'],1,0,0,0.0
40412,"- I sang. Ha.
","['sang', 'ha']",2,0,0,0.0
40413,"Well, thanks.
","['well', 'thanks']",2,1,0,0.5
40414,"- Oh, my pleasure.
","['oh', 'pleasure']",2,1,0,0.5
40415,"- You're welcome.
",['welcome'],1,1,0,1.0
40416,"So I guess I'll see you around.
","['guess', 'see', 'around']",3,0,0,0.0
40417,"What? That's it?
",[],0,0,0,
40418,"""See you around""?
","['see', 'around']",2,0,0,0.0
40419,"- Well, what do you want me to say?
","['well', 'want', 'say']",3,1,0,0.33
40420,"- Well, I don't know.
","['well', 'know']",2,1,0,0.5
40421,"Maybe, uh:
","['maybe', 'uh']",2,0,0,0.0
40422,"""That was nice.
",['nice'],1,1,0,1.0
40423,"It meant something to me.
","['meant', 'something']",2,0,0,0.0
40424,"I'll call you.""
",['call'],1,0,0,0.0
40425,"- All right. I'll call you.
","['right', 'call']",2,1,0,0.5
40426,"- I don't think you mean that.
","['think', 'mean']",2,1,1,0.0
40427,"This is so typical.
",['typical'],1,0,0,0.0
40428,"You know, we give...
","['know', 'give']",2,0,0,0.0
40429,"...and we give...
",['give'],1,0,0,0.0
40430,"...and we give.
",['give'],1,0,0,0.0
40431,"And then we just get nothing back.
","['get', 'nothing', 'back']",3,0,0,0.0
40432,"And then one day, it's just, you know,
","['one', 'day', 'know']",3,0,0,0.0
40433,"you wake up and ""See you around.""
","['wake', 'see', 'around']",3,0,0,0.0
40434,"Let's go, Phoebe.
","['let', 'go', 'phoebe']",3,0,0,0.0
40435,"You know what?
",['know'],1,0,0,0.0
40436,"We thought you were different.
","['thought', 'different']",2,0,0,0.0
40437,"But I guess it was just the coma.
","['guess', 'coma']",2,0,0,0.0
40438,"NORA:
",['nora'],1,0,0,0.0
40439,"The car's running downstairs.
","['car', 'running', 'downstairs']",3,0,0,0.0
40440,"I wanted to drop off these copies
","['wanted', 'drop', 'copy']",3,0,0,0.0
40441,"of my book for your friends.
","['book', 'friend']",2,0,0,0.0
40442,"- Anything you want from Lisbon?
","['anything', 'want', 'lisbon']",3,0,0,0.0
40443,"- No, just knowing you're there is enough.
","['knowing', 'enough']",2,1,0,0.5
40444,"All right. Well, be good. I love you.
","['right', 'well', 'good', 'love']",4,4,0,1.0
40445,"You kissed my best Ross.
","['kissed', 'best', 'ross']",3,1,0,0.33
40446,"Or something to that effect.
","['something', 'effect']",2,0,0,0.0
40447,"Okay.
",['okay'],1,0,0,0.0
40448,"Look, it was stupid.
","['look', 'stupid']",2,0,1,-0.5
40449,"- Really stupid.
","['really', 'stupid']",2,0,1,-0.5
40450,"- Really stupid.
","['really', 'stupid']",2,0,1,-0.5
40451,"And I don't even know how it happened.
","['even', 'know', 'happened']",3,0,0,0.0
40452,"I'm sorry, honey.
","['sorry', 'honey']",2,0,1,-0.5
40453,"I promise it will never happen again.
","['promise', 'never', 'happen']",3,1,0,0.33
40454,"- Are we okay now?
",['okay'],1,0,0,0.0
40455,"- Yeah.
",['yeah'],1,0,0,0.0
40456,"No. No.
",[],0,0,0,
40457,"Ah, the forbidden love
","['ah', 'forbidden', 'love']",3,1,1,0.0
40458,"of a man and his door.
","['man', 'door']",2,0,0,0.0
40459,"Shh.
",['shh'],1,0,0,0.0
40460,"He did it. He told her off. And not just
",['told'],1,0,0,0.0
40461,"about the kiss, about everything.
","['kiss', 'everything']",2,0,0,0.0
40462,"- You're kidding?
",['kidding'],1,0,0,0.0
40463,"- No.
",[],0,0,0,
40464,"He said, ""When are you gonna
","['said', 'gon', 'na']",3,0,0,0.0
40465,"grow up and start being a mom?""
","['grow', 'start', 'mom']",3,0,0,0.0
40466,"- Wow.
",['wow'],1,1,0,1.0
40467,"- Wait, then she came back with:
","['wait', 'came', 'back']",3,0,0,0.0
40468,"""The question is, when are you gonna
","['question', 'gon', 'na']",3,0,0,0.0
40469,"grow up and realize I have a bomb?""
","['grow', 'realize', 'bomb']",3,0,1,-0.33
40470,"Okay, wait. Are you sure she didn't say:
","['okay', 'wait', 'sure', 'say']",4,0,0,0.0
40471,"""When are you gonna grow up
","['gon', 'na', 'grow']",3,0,0,0.0
40472,"and realize I am your mom?""
","['realize', 'mom']",2,0,0,0.0
40473,"- That makes more sense.
","['make', 'sense']",2,0,0,0.0
40474,"- You think?
",['think'],1,0,0,0.0
40475,"Yeah.
",['yeah'],1,0,0,0.0
40476,"So, what's going on now?
",['going'],1,0,0,0.0
40477,"I don't know. I've been standing here
","['know', 'standing']",2,0,0,0.0
40478,"spelling it out for you.
",['spelling'],1,0,0,0.0
40479,"I don't hear anything. Wait, wait, wait.
","['hear', 'anything', 'wait', 'wait', 'wait']",5,0,0,0.0
40480,"What do you see?
",['see'],1,0,0,0.0
40481,"It's hard to tell.
","['hard', 'tell']",2,0,1,-0.5
40482,"They're so tiny and upside down.
","['tiny', 'upside']",2,0,0,0.0
40483,"Wait, wait, wait.
","['wait', 'wait', 'wait']",3,0,0,0.0
40484,"They're walking away.
","['walking', 'away']",2,0,0,0.0
40485,"They're walking away.
","['walking', 'away']",2,0,0,0.0
40486,"No, they're not. They're coming
",['coming'],1,0,0,0.0
40487,"right at us. Run, run!
","['right', 'u', 'run', 'run']",4,1,0,0.25
40488,"You okay, kiddo?
","['okay', 'kiddo']",2,0,0,0.0
40489,"- Yeah, I'm okay.
","['yeah', 'okay']",2,0,0,0.0
40490,"- All right. You be good.
","['right', 'good']",2,2,0,1.0
40491,"Drive safe.
","['drive', 'safe']",2,1,0,0.5
40492,"[CHUCKLES]
",['chuckle'],1,0,0,0.0
40493,"- Mrs. Bing.
","['mr', 'bing']",2,0,0,0.0
40494,"- Mr. Geller.
","['mr', 'geller']",2,0,0,0.0
40495,"Hey.
",['hey'],1,0,0,0.0
40496,"You mean that?
",['mean'],1,1,1,0.0
40497,"Yeah, why not?
",['yeah'],1,0,0,0.0
40498,"- So I told her.
",['told'],1,0,0,0.0
40499,"- Oh.
",['oh'],1,0,0,0.0
40500,"- How did it go?
",['go'],1,0,0,0.0
40501,"- Awful. Awful.
","['awful', 'awful']",2,0,2,-1.0
40502,"Couldn't have gone worse.
","['gone', 'worse']",2,0,1,-0.5
40503,"- Well, how do you feel?
","['well', 'feel']",2,1,0,0.5
40504,"- Pretty good.
","['pretty', 'good']",2,2,0,1.0
40505,"I told her.
",['told'],1,0,0,0.0
40506,"Well, see?
","['well', 'see']",2,1,0,0.5
40507,"So maybe it wasn't such a bad idea,
","['maybe', 'bad', 'idea']",3,0,1,-0.33
40508,"you know, me kissing your mom, huh?
","['know', 'kissing', 'mom', 'huh']",4,0,0,0.0
40509,"But we don't have to go down that road.
","['go', 'road']",2,0,0,0.0
40510,"Now, this is just the first chapter...
","['first', 'chapter']",2,1,1,0.0
40511,"...and I want your absolute
","['want', 'absolute']",2,0,0,0.0
40512,"honest opinion. Okay?
","['honest', 'opinion', 'okay']",3,2,1,0.33
40513,"Oh, and on page two, he's not reaching
","['oh', 'page', 'two', 'reaching']",4,0,0,0.0
40514,"for her ""heaving beasts.""
","['heaving', 'beast']",2,0,0,0.0
40515,"What's a ""niffle""?
",['niffle'],1,0,0,0.0
40516,"You can usually find them
","['usually', 'find']",2,0,0,0.0
40517,"on the heaving beasts.
","['heaving', 'beast']",2,0,0,0.0
40518,"All right, all right,
","['right', 'right']",2,2,0,1.0
40519,"so I'm not a great typist.
","['great', 'typist']",2,1,0,0.5
40520,"Wait, did you get to the part
","['wait', 'get', 'part']",3,0,0,0.0
40521,"about his ""huge, throbbing pens""?
","['huge', 'throbbing', 'pen']",3,0,1,-0.33
40522,"Tell you, you don't wanna be around
","['tell', 'wan', 'na', 'around']",4,0,0,0.0
40523,"when he starts writing with those.
","['start', 'writing']",2,0,0,0.0
40524,"- All right, that's it. Give them back.
","['right', 'give', 'back']",3,1,0,0.33
40525,"GROUP: No.
",['group'],1,0,0,0.0
40526,"[ROSS SINGS THEME SONG
","['ross', 'sings', 'theme', 'song']",4,0,0,0.0
40527,"FROM THE ODD COUPLE]
","['odd', 'couple']",2,0,1,-0.5
40528,"[CHANDLER JOINS IN]
","['chandler', 'join']",2,0,0,0.0
40529,"[MONICA & PHOEBE JOIN IN]
","['monica', 'phoebe', 'join']",3,0,0,0.0
40530,"[SINGING THEME FROM
","['singing', 'theme']",2,0,0,0.0
40531,"I DREAM OF JEANNIE]
","['dream', 'jeannie']",2,0,0,0.0
40532,"No, no, we're done. We're done, man.
","['done', 'done', 'man']",3,0,0,0.0
40533,"Aunt Silv, stop yelling.
","['aunt', 'silv', 'stop', 'yelling']",4,0,0,0.0
40534,"All I'm saying is,
",['saying'],1,0,0,0.0
40535,"if you had told me vegetarian lasagna...
","['told', 'vegetarian', 'lasagna']",3,0,0,0.0
40536,"...I would've made vegetarian lasagna.
","['would', 'made', 'vegetarian', 'lasagna']",4,0,0,0.0
40537,"Well, the meat's only every third layer.
","['well', 'meat', 'every', 'third', 'layer']",5,1,0,0.2
40538,"Maybe you could scrape.
","['maybe', 'could', 'scrape']",3,0,0,0.0
40539,"Ross, did you really read
","['ross', 'really', 'read']",3,0,0,0.0
40540,"all these baby books?
","['baby', 'book']",2,0,0,0.0
40541,"Yep. You could plunk me down in
","['yep', 'could', 'plunk']",3,0,0,0.0
40542,"the middle of any woman's uterus...
","['middle', 'woman', 'uterus']",3,0,0,0.0
40543,"...no compass...
",['compass'],1,0,0,0.0
40544,"...and I could find my way out like that.
","['could', 'find', 'way', 'like']",4,1,0,0.25
40545,"Ooh, this is cool.
","['ooh', 'cool']",2,1,0,0.5
40546,"It says in some parts of the world
","['say', 'part', 'world']",3,0,0,0.0
40547,"people actually eat the placenta.
","['people', 'actually', 'eat', 'placenta']",4,0,0,0.0
40548,"And we're done with the yogurt.
","['done', 'yogurt']",2,0,0,0.0
40549,"Sorry.
",['sorry'],1,0,1,-1.0
40550,"Aunt Silv, I did this as a favor.
","['aunt', 'silv', 'favor']",3,1,0,0.33
40551,"I am not a caterer.
",['caterer'],1,0,0,0.0
40552,"What do you want me to do
",['want'],1,0,0,0.0
40553,"with a dozen lasagnas?
","['dozen', 'lasagna']",2,0,0,0.0
40554,"Nice talk, Aunt Silv.
","['nice', 'talk', 'aunt', 'silv']",4,1,0,0.25
40555,"You kiss Uncle Freddie with that mouth?
","['kiss', 'uncle', 'freddie', 'mouth']",4,0,0,0.0
40556,"Hey, Ross, listen.
","['hey', 'ross', 'listen']",3,0,0,0.0
40557,"Do you know that right now
","['know', 'right']",2,1,0,0.5
40558,"your baby is only this big?
","['baby', 'big']",2,0,0,0.0
40559,"- This is your baby.
",['baby'],1,0,0,0.0
40560,"- Heh.
",['heh'],1,0,0,0.0
40561,"[IN HIGH-PITCHED VOICE]
","['high', 'pitched', 'voice']",3,0,0,0.0
40562,"Hi, Daddy.
","['hi', 'daddy']",2,0,0,0.0
40563,"Hello.
",['hello'],1,0,0,0.0
40564,"How come you don't live with Mommy?
","['come', 'live', 'mommy']",3,0,0,0.0
40565,"How come Mommy lives
","['come', 'mommy', 'life']",3,0,0,0.0
40566,"with that other lady?
",['lady'],1,0,0,0.0
40567,"What's a lesbian?
",['lesbian'],1,0,0,0.0
40568,"[SPEAKING IN ITALIAN]
","['speaking', 'italian']",2,0,0,0.0
40569,"Honey, you can say it.
","['honey', 'say']",2,0,0,0.0
40570,"It's Poconos. Poconos.
","['poconos', 'poconos']",2,0,0,0.0
40571,"It's like ""poke a nose.""
","['like', 'poke', 'nose']",3,1,0,0.33
40572,"Ah.
",['ah'],1,0,0,0.0
40573,"Poke a nose.
","['poke', 'nose']",2,0,0,0.0
40574,"[IN UNISON]
",['unison'],1,0,0,0.0
40575,"Blah, blah, blah.
","['blah', 'blah', 'blah']",3,0,3,-1.0
40576,"- So did I hear ""Poconos""?
","['hear', 'poconos']",2,0,0,0.0
40577,"- Yes.
",['yes'],1,0,0,0.0
40578,"My sister's giving us her place
","['sister', 'giving', 'u', 'place']",4,0,0,0.0
40579,"for the weekend.
",['weekend'],1,0,0,0.0
40580,"Woo-hoo. First weekend away together.
","['woo', 'hoo', 'first', 'weekend', 'away', 'together']",6,1,0,0.17
40581,"- Yeah, it's a big step.
","['yeah', 'big', 'step']",3,0,0,0.0
40582,"RACHEL: I know.
","['rachel', 'know']",2,0,0,0.0
40583,"It's just a weekend. Big deal.
","['weekend', 'big', 'deal']",3,0,0,0.0
40584,"Wasn't this supposed to be just a fling,
","['supposed', 'fling']",2,0,0,0.0
40585,"huh?
",['huh'],1,0,0,0.0
40586,"Shouldn't it be...
",[],0,0,0,
40587,"...flung by now?
",['flung'],1,0,0,0.0
40588,"I mean, we are way past the ""fling"" thing.
","['mean', 'way', 'past', 'fling', 'thing']",5,1,1,0.0
40589,"I'm feeling things
","['feeling', 'thing']",2,0,0,0.0
40590,"I've only read about...
",['read'],1,0,0,0.0
40591,"...in Danielle Steel books, you know?
","['danielle', 'steel', 'book', 'know']",4,0,0,0.0
40592,"I mean, when I'm with him,
",['mean'],1,1,1,0.0
40593,"I'm just totally, totally...
","['totally', 'totally']",2,0,0,0.0
40594,"Nauseous. I'm physically nauseous.
","['nauseous', 'physically', 'nauseous']",3,0,0,0.0
40595,"What am I supposed to do, huh?
","['supposed', 'huh']",2,0,0,0.0
40596,"Call lmmigration?
","['call', 'lmmigration']",2,0,0,0.0
40597,"I could call lmmigration.
","['could', 'call', 'lmmigration']",3,0,0,0.0
40598,"I love babies
","['love', 'baby']",2,1,0,0.5
40599,"with their little baby shoes...
","['little', 'baby', 'shoe']",3,0,0,0.0
40600,"...and their little baby toes
","['little', 'baby', 'toe']",3,0,0,0.0
40601,"and their little hands...
","['little', 'hand']",2,0,0,0.0
40602,"Okay, you're gonna have to stop that...
","['okay', 'gon', 'na', 'stop']",4,0,0,0.0
40603,"...forever.
",['forever'],1,0,0,0.0
40604,"[CLEARS THROAT]
","['clear', 'throat']",2,1,0,0.5
40605,"Need a new table.
","['need', 'new', 'table']",3,0,0,0.0
40606,"You think?
",['think'],1,0,0,0.0
40607,"[KNOCKING ON DOOR]
","['knocking', 'door']",2,0,0,0.0
40608,"CAROL: Hey, hey, hey. Come on in.
","['carol', 'hey', 'hey', 'hey', 'come']",5,0,0,0.0
40609,"- Hey. Hello.
","['hey', 'hello']",2,0,0,0.0
40610,"I brought the books...
","['brought', 'book']",2,0,0,0.0
40611,"...and Monica sends her love
","['monica', 'sends', 'love']",3,1,0,0.33
40612,"along with this lasagna.
","['along', 'lasagna']",2,0,0,0.0
40613,"Oh, great.
","['oh', 'great']",2,1,0,0.5
40614,"Is it vegetarian?
",['vegetarian'],1,0,0,0.0
40615,"Because Susan doesn't eat meat.
","['susan', 'eat', 'meat']",3,0,0,0.0
40616,"I'm pretty sure that it is. Yeah.
","['pretty', 'sure', 'yeah']",3,1,0,0.33
40617,"So I got the results of the amnio today.
","['got', 'result', 'amnio', 'today']",4,0,0,0.0
40618,"Oh, tell me. Is everything?
","['oh', 'tell', 'everything']",3,0,0,0.0
40619,"Totally and completely healthy.
","['totally', 'completely', 'healthy']",3,1,0,0.33
40620,"- Oh, that's great. That is great.
","['oh', 'great', 'great']",3,2,0,0.67
40621,"- Ha, ha.
","['ha', 'ha']",2,0,0,0.0
40622,"Ah.
",['ah'],1,0,0,0.0
40623,"Hey. When did you and Susan
","['hey', 'susan']",2,0,0,0.0
40624,"meet Huey Lewis?
","['meet', 'huey', 'lewis']",3,0,0,0.0
40625,"Uh, that's our friend Tanya.
","['uh', 'friend', 'tanya']",3,0,0,0.0
40626,"Of course it's your friend Tanya.
","['course', 'friend', 'tanya']",3,0,0,0.0
40627,"Don't you wanna know about the sex?
","['wan', 'na', 'know', 'sex']",4,0,0,0.0
40628,"The sex?
",['sex'],1,0,0,0.0
40629,"Yeah, I'm having enough trouble with
","['yeah', 'enough', 'trouble']",3,1,1,0.0
40630,"the image of you and Susan together.
","['image', 'susan', 'together']",3,0,0,0.0
40631,"But when you throw in Tanya...
","['throw', 'tanya']",2,0,0,0.0
40632,"[GROANS]
",['groan'],1,0,0,0.0
40633,"The sex of the baby, Ross.
","['sex', 'baby', 'ross']",3,0,0,0.0
40634,"Oh. You know the sex of the baby?
","['oh', 'know', 'sex', 'baby']",4,0,0,0.0
40635,"- Uh-huh.
","['uh', 'huh']",2,0,0,0.0
40636,"- Oh, oh, oh!
","['oh', 'oh', 'oh']",3,0,0,0.0
40637,"- Do you want to know?
","['want', 'know']",2,0,0,0.0
40638,"- No, no, no.
",[],0,0,0,
40639,"No, I don't want to know.
","['want', 'know']",2,0,0,0.0
40640,"Absolutely not.
",['absolutely'],1,0,0,0.0
40641,"No, I think you shouldn't know until
","['think', 'know']",2,0,0,0.0
